subject,id,task,num,severity,flags,question
fe,163,bank300,96,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","FDM explanation?"
fe,164,bank300,97,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","WDM explanation?"
fe,165,bank300,98,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","CDMA/CDM idea?"
fe,166,bank300,99,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_khop_dap_an_tail","CSMA/CD used in?"
fe,167,bank300,100,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","CSMA/CA used in?"
fe,168,bank300,101,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","File 10^6 bytes on 64kbps 80% util time?"
fe,169,bank300,102,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Transfer time formula?"
fe,170,bank300,103,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","CCU role?"
fe,171,bank300,104,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Modem role?"
fe,172,bank300,105,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Switch vs hub?"
fe,173,bank300,106,P0,"banned_phrase;filler_phrase;domain_placeholder_shell","Router works at?"
fe,174,bank300,107,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","IPv4 bits?"
fe,175,bank300,108,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","IPv6 bits?"
fe,176,bank300,109,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","NAT purpose?"
fe,177,bank300,110,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","CIA Availability definition?"
fe,178,bank300,111,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","CIA Confidentiality?"
fe,179,bank300,112,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","CIA Integrity?"
fe,180,bank300,113,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","ISMS Plan phase includes?"
fe,181,bank300,114,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","ISMS Act phase?"
fe,182,bank300,115,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Risk assessment proper approach?"
fe,183,bank300,116,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Security policy should?"
fe,184,bank300,117,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Hybrid crypto practical method?"
fe,185,bank300,118,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Public key crypto speed vs symmetric?"
fe,186,bank300,119,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Public encryption key distribution?"
fe,187,bank300,120,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub","Digital signature on released software aims?"
fe,188,bank300,121,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub","Email encryption effect?"
fe,189,bank300,122,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub","Iris authentication type?"
fe,190,bank300,123,P0,"banned_phrase;whyWrong_khop_dap_an_tail","WPA is?"
fe,191,bank300,124,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","WAF is?"
fe,192,bank300,125,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Reverse proxy does?"
fe,193,bank300,126,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Forward proxy does?"
fe,194,bank300,127,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","OP25B is?"
fe,195,bank300,128,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","JPCERT/CC role?"
fe,196,bank300,129,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Social engineering example?"
fe,197,bank300,130,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","SSL provides?"
fe,198,bank300,131,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Antivirus signature method good for?"
fe,199,bank300,132,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Admin action forgotten password after verify?"
fe,200,bank300,133,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Symmetric crypto other name?"
fe,201,bank300,134,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Hash property?"
fe,202,bank300,135,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Non-repudiation means?"
fe,203,bank300,136,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Least privilege?"
fe,204,bank300,137,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Phishing is related to?"
fe,205,bank300,138,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","FIFO structure?"
fe,206,bank300,139,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","LIFO structure?"
fe,207,bank300,140,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Best for recursion call handling?"
fe,208,bank300,141,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Stack: PUSH3 PUSH7 POP PUSH5 PUSH9 POP top?"
fe,209,bank300,142,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Queue: ENQA ENQB DEQ ENQC ENQD DEQ front?"
fe,210,bank300,143,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Singly list traverse from?"
fe,211,bank300,144,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Insert X between B and C?"
fe,212,bank300,145,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Postfix of A+B*C?"
fe,213,bank300,146,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","RPN of (A+B)*(C-D/E)?"
fe,214,bank300,147,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","BST inorder of 50,30,70,20,40,60,80?"
fe,215,bank300,148,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","BST left subtree values?"
fe,216,bank300,149,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Divide and Conquer sort example?"
fe,217,bank300,150,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Bubble sort idea?"
fe,218,bank300,151,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Selection sort first pass on 84 73 28 16 51?"
fe,219,bank300,152,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Linear search needs sorted data?"
fe,220,bank300,153,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Binary search needs sorted data?"
fe,221,bank300,154,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Linear search best comparisons?"
fe,222,bank300,155,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Linear search worst complexity?"
fe,223,bank300,156,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Binary search complexity?"
fe,224,bank300,157,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Array access time complexity?"
fe,225,bank300,158,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Linked list insert advantage?"
fe,226,bank300,159,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Full binary tree 31 nodes min height (edges)?"
fe,227,bank300,160,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Preorder order?"
fe,228,bank300,161,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Postorder order?"
fe,229,bank300,162,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub","Hash average search?"
fe,230,bank300,163,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Merge sort complexity?"
fe,231,bank300,164,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Quicksort worst case?"
fe,232,bank300,165,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","CSR means?"
fe,233,bank300,166,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","BCP means?"
fe,234,bank300,167,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","PDCA letters?"
fe,235,bank300,168,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Assets = ?"
fe,236,bank300,169,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Break-even idea?"
fe,239,bank300,172,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","PERT critical path float?"
fe,240,bank300,173,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Competitive leader strategy?"
fe,241,bank300,174,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Nicher strategy?"
fe,242,bank300,175,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","4P marketing?"
fe,243,bank300,176,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Product life cycle stages?"
fe,244,bank300,177,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","CIO approves?"
fe,245,bank300,178,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","ITIL de facto for?"
fe,246,bank300,179,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","SLA is?"
fe,247,bank300,180,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Incident vs Problem?"
fe,248,bank300,181,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Service desk is?"
fe,249,bank300,182,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","ISO 20000 about?"
fe,250,bank300,183,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Waterfall model?"
fe,251,bank300,184,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","V-model links?"
fe,252,bank300,185,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Unit test tests?"
fe,253,bank300,186,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Black-box testing?"
fe,254,bank300,187,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","White-box testing?"
fe,255,bank300,188,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","High cohesion good?"
fe,256,bank300,189,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Low coupling good?"
fe,257,bank300,190,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Configuration baseline?"
fe,258,bank300,191,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","WBS is?"
fe,259,bank300,192,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Project constraints QCD?"
fe,260,bank300,193,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","SPI = ?"
fe,261,bank300,194,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","CPI = ?"
fe,262,bank300,195,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","SPI<1 means?"
fe,263,bank300,196,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Risk responses?"
fe,264,bank300,197,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Internal control SoD?"
fe,265,bank300,198,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","System audit is?"
fe,266,bank300,199,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","IT governance aims?"
fe,267,bank300,200,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","COBIT is?"
fe,268,bank300,201,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","SaaS means?"
fe,269,bank300,202,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","PaaS means?"
fe,270,bank300,203,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","IaaS means?"
fe,271,bank300,204,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","B2C e-business?"
fe,272,bank300,205,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Benchmarking?"
